index,Locality Name,buy_rate,buy_rate_trim,buy_rate_lower,buy_rate_higher,buy_rate_avg,Buy Rates Q/Q,Rent_1B,Rent_1B_trim,Rent_1B_Lower,Rent_1B_Upper,Rent_1B_avg,Rent_1B_persqf,Rent_2B,Rent_2B_trim,Rent_2B_Lower,Rent_2B_Upper,Rent_2B_avg,Rent_2B_persqf,Rent_3B,Rent_3B_trim,Rent_3B_Lower,Rent_3B_Upper,Rent_3B_avg,Rent_3B_persqf,Latitude,Longitude
335,Sangeeta Wadi,"Rs.6,248 - 7,948/sq. ft.","6,248 - 7,948",6248.0,7948.0,7098.0,,,,,,,,,,,,,,,,,,,,19.0795664,72.8334851
336,Sankalp Colony,"Rs.17,680 - 18,148/sq. ft.","17,680 - 18,148",17680.0,18148.0,17914.0,,,,,,,,,,,,,,,,,,,,,
337,Sanpada,"Rs.12,282 - 14,280/sq. ft.","12,282 - 14,280",12282.0,14280.0,13281.0,-1.9%,"Rs.15,895 - 18,700","15,895 - 18,700",15895.0,18700.0,17297.5,130%,"Rs.25,032 - 30,685","25,032 - 30,685",25032.0,30685.0,27858.5,210%,"Rs.39,270 - 49,980","39,270 - 49,980",39270.0,49980.0,44625.0,336%,19.06597735,73.0095329014442
338,Santacruz (East),"Rs.18,062 - 21,208/sq. ft.","18,062 - 21,208",18062.0,21208.0,19635.0,0.88%,"Rs.27,132 - 30,524","27,132 - 30,524",27132.0,30524.0,28828.0,147%,"Rs.40,185 - 47,008","40,185 - 47,008",40185.0,47008.0,43596.5,222%,"Rs.60,294 - 70,689","60,294 - 70,689",60294.0,70689.0,65491.5,334%,19.0815223,72.8417565
339,Santacruz (West),"Rs.29,750 - 36,125/sq. ft.","29,750 - 36,125",29750.0,36125.0,32937.5,-1.25%,,,,,,,"Rs.58,385 - 72,981","58,385 - 72,981",58385.0,72981.0,65683.0,199%,"Rs.93,266 - 1,16,280","93,266 - 1,16,280",93266.0,116280.0,104773.0,318%,19.084877,72.8349727
340,Satya Nagar,"Rs.16,448 - 19,890/sq. ft.","16,448 - 19,890",16448.0,19890.0,18169.0,,,,,,,,"Rs.27,068 - 30,349","27,068 - 30,349",27068.0,30349.0,28708.5,158%,,,,,,,19.06360915,72.8318612279167
341,Seawoods,"Rs.10,838 - 13,218/sq. ft.","10,838 - 13,218",10838.0,13218.0,12028.0,2.91%,"Rs.12,619 - 15,046","12,619 - 15,046",12619.0,15046.0,13832.5,115%,"Rs.23,317 - 31,090","23,317 - 31,090",23317.0,31090.0,27203.5,226%,"Rs.39,218 - 50,037","39,218 - 50,037",39218.0,50037.0,44627.5,371%,19.02219795,73.0187297160241
342,Sector 1 Charkop,"Rs.13,175 - 15,002/sq. ft.","13,175 - 15,002",13175.0,15002.0,14088.5,,,,,,,,,,,,,,,,,,,,19.2141193,72.8258652
343,Sector 1 Sanpada,"Rs.10,582 - 12,028/sq. ft.","10,582 - 12,028",10582.0,12028.0,11305.0,2.31%,"Rs.15,317 - 18,470","15,317 - 18,470",15317.0,18470.0,16893.5,149%,"Rs.20,658 - 22,872","20,658 - 22,872",20658.0,22872.0,21765.0,193%,,,,,,,19.0608108,73.0116669
344,Sector 10 Kamothe,"Rs.5,610 - 6,758/sq. ft.","5,610 - 6,758",5610.0,6758.0,6184.0,2.8%,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
345,Sector 10 Kharghar,"Rs.7,820 - 8,882/sq. ft.","7,820 - 8,882",7820.0,8882.0,8351.0,0.51%,"Rs.9,642 - 10,656","9,642 - 10,656",9642.0,10656.0,10149.0,122%,"Rs.16,157 - 18,850","16,157 - 18,850",16157.0,18850.0,17503.5,210%,"Rs.21,458 - 27,770","21,458 - 27,770",21458.0,27770.0,24614.0,295%,19.0525298,73.0735111
346,Sector 11 Belapur,"Rs.9,478 - 11,305/sq. ft.","9,478 - 11,305",9478.0,11305.0,10391.5,-0.43%,"Rs.13,196 - 13,685","13,196 - 13,685",13196.0,13685.0,13440.5,129%,,,,,,,,,,,,,19.03773415,73.064191872658
347,Sector 11 Kamothe,"Rs.6,418 - 7,310/sq. ft.","6,418 - 7,310",6418.0,7310.0,6864.0,-4.14%,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
348,Sector 11 Kharghar,"Rs.7,820 - 9,010/sq. ft.","7,820 - 9,010",7820.0,9010.0,8415.0,0.49%,"Rs.9,200 - 10,455","9,200 - 10,455",9200.0,10455.0,9827.5,117%,"Rs.14,535 - 18,360","14,535 - 18,360",14535.0,18360.0,16447.5,195%,,,,,,,19.03773415,73.064191872658
349,Sector 11 Koparkhairane,"Rs.11,135 - 13,005/sq. ft.","11,135 - 13,005",11135.0,13005.0,12070.0,11.11%,"Rs.13,540 - 15,797","13,540 - 15,797",13540.0,15797.0,14668.5,122%,"Rs.20,995 - 25,840","20,995 - 25,840",20995.0,25840.0,23417.5,194%,"Rs.28,688 - 37,868","28,688 - 37,868",28688.0,37868.0,33278.0,276%,19.1055916,73.0008759
350,Sector 12 Kharghar,"Rs.8,372 - 9,648/sq. ft.","8,372 - 9,648",8372.0,9648.0,9010.0,0.95%,"Rs.9,877 - 12,346","9,877 - 12,346",9877.0,12346.0,11111.5,123%,"Rs.17,000 - 18,700","17,000 - 18,700",17000.0,18700.0,17850.0,198%,"Rs.22,185 - 27,115","22,185 - 27,115",22185.0,27115.0,24650.0,274%,19.0525298,73.0735111
351,Sector 13 Sanpada,"Rs.11,475 - 13,048/sq. ft.","11,475 - 13,048",11475.0,13048.0,12261.5,,"Rs.13,260 - 15,470","13,260 - 15,470",13260.0,15470.0,14365.0,117%,,,,,,,,,,,,,19.0608108,73.0116669
352,Sector 14 Kamothe,"Rs.5,780 - 6,460/sq. ft.","5,780 - 6,460",5780.0,6460.0,6120.0,,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
353,Sector 14 Kharghar,"Rs.9,562 - 11,518/sq. ft.","9,562 - 11,518",9562.0,11518.0,10540.0,6.96%,,,,,,,"Rs.16,333 - 17,888","16,333 - 17,888",16333.0,17888.0,17110.5,162%,,,,,,,19.0525298,73.0735111
354,Sector 14 Vashi,"Rs.14,620 - 18,572/sq. ft.","14,620 - 18,572",14620.0,18572.0,16596.0,4.09%,,,,,,,,,,,,,"Rs.30,464 - 40,256","30,464 - 40,256",30464.0,40256.0,35360.0,213%,19.075713,73.0003541
355,Sector 15 Belapur,"Rs.10,412 - 12,750/sq. ft.","10,412 - 12,750",10412.0,12750.0,11581.0,5.95%,,,,,,,"Rs.24,650 - 28,900","24,650 - 28,900",24650.0,28900.0,26775.0,231%,"Rs.44,217 - 54,534","44,217 - 54,534",44217.0,54534.0,49375.5,426%,19.0237516,73.0408168
356,Sector 15 Kharghar,"Rs.8,882 - 9,520/sq. ft.","8,882 - 9,520",8882.0,9520.0,9201.0,-1.38%,,,,,,,"Rs.19,414 - 21,355","19,414 - 21,355",19414.0,21355.0,20384.5,222%,"Rs.22,063 - 25,740","22,063 - 25,740",22063.0,25740.0,23901.5,260%,19.0525298,73.0735111
357,Sector 15 Kopar Khairane,"Rs.9,775 - 10,965/sq. ft.","9,775 - 10,965",9775.0,10965.0,10370.0,2.95%,"Rs.11,648 - 15,046","11,648 - 15,046",11648.0,15046.0,13347.0,129%,"Rs.19,380 - 21,802","19,380 - 21,802",19380.0,21802.0,20591.0,199%,,,,,,,,
358,Sector 16 Kamothe,"Rs.6,332 - 7,140/sq. ft.","6,332 - 7,140",6332.0,7140.0,6736.0,-6.51%,,,,,,,"Rs.11,080 - 11,818","11,080 - 11,818",11080.0,11818.0,11449.0,170%,,,,,,,19.028524,73.0916755
359,Sector 17 Ulwe,"Rs.6,502 - 7,268/sq. ft.","6,502 - 7,268",6502.0,7268.0,6885.0,1.25%,"Rs.4,529 - 5,535","4,529 - 5,535",4529.0,5535.0,5032.0,73%,"Rs.6,548 - 8,186","6,548 - 8,186",6548.0,8186.0,7367.0,107%,,,,,,,18.9871135,73.0403934
360,Sector 17 Vashi,"Rs.13,642 - 16,320/sq. ft.","13,642 - 16,320",13642.0,16320.0,14981.0,-9.79%,"Rs.17,340 - 20,910","17,340 - 20,910",17340.0,20910.0,19125.0,128%,"Rs.28,727 - 32,951","28,727 - 32,951",28727.0,32951.0,30839.0,206%,,,,,,,19.075713,73.0003541
361,Sector 18 Kamothe,"Rs.6,545 - 7,225/sq. ft.","6,545 - 7,225",6545.0,7225.0,6885.0,1.89%,"Rs.7,561 - 8,065","7,561 - 8,065",7561.0,8065.0,7813.0,113%,"Rs.10,752 - 11,579","10,752 - 11,579",10752.0,11579.0,11165.5,162%,,,,,,,,
362,Sector 18 Kharghar,"Rs.7,480 - 8,542/sq. ft.","7,480 - 8,542",7480.0,8542.0,8011.0,-2.07%,"Rs.9,432 - 12,410","9,432 - 12,410",9432.0,12410.0,10921.0,136%,"Rs.14,520 - 16,133","14,520 - 16,133",14520.0,16133.0,15326.5,191%,"Rs.16,774 - 20,645","16,774 - 20,645",16774.0,20645.0,18709.5,234%,19.0737014,73.08193505
363,Sector 19 Kamothe,"Rs.6,248 - 6,970/sq. ft.","6,248 - 6,970",6248.0,6970.0,6609.0,6.12%,"Rs.7,446 - 8,935","7,446 - 8,935",7446.0,8935.0,8190.5,124%,"Rs.11,050 - 11,900","11,050 - 11,900",11050.0,11900.0,11475.0,174%,,,,,,,,
364,Sector 19 Kharghar,"Rs.7,735 - 8,882/sq. ft.","7,735 - 8,882",7735.0,8882.0,8308.5,-3.9%,"Rs.9,690 - 10,710","9,690 - 10,710",9690.0,10710.0,10200.0,123%,"Rs.15,592 - 18,343","15,592 - 18,343",15592.0,18343.0,16967.5,204%,"Rs.21,634 - 26,442","21,634 - 26,442",21634.0,26442.0,24038.0,289%,19.03773415,73.064191872658
365,Sector 19 Nerul,"Rs.11,135 - 12,240/sq. ft.","11,135 - 12,240",11135.0,12240.0,11687.5,-2.48%,"Rs.14,408 - 15,848","14,408 - 15,848",14408.0,15848.0,15128.0,129%,"Rs.19,380 - 22,610","19,380 - 22,610",19380.0,22610.0,20995.0,180%,"Rs.21,187 - 24,076","21,187 - 24,076",21187.0,24076.0,22631.5,194%,19.04444325,73.0088874012786
366,Sector 19 Ulwe,"Rs.6,162 - 6,928/sq. ft.","6,162 - 6,928",6162.0,6928.0,6545.0,6.25%,,,,,,,"Rs.7,574 - 9,256","7,574 - 9,256",7574.0,9256.0,8415.0,129%,,,,,,,19.0078649,73.0163469
367,Sector 19A Nerul,"Rs.12,878 - 14,280/sq. ft.","12,878 - 14,280",12878.0,14280.0,13579.0,4.26%,"Rs.14,816 - 16,297","14,816 - 16,297",14816.0,16297.0,15556.5,115%,"Rs.21,917 - 26,788","21,917 - 26,788",21917.0,26788.0,24352.5,179%,,,,,,,,
368,Sector 2 Charkop,"Rs.12,538 - 13,642/sq. ft.","12,538 - 13,642",12538.0,13642.0,13090.0,1.68%,,,,,,,"Rs.18,945 - 20,975","18,945 - 20,975",18945.0,20975.0,19960.0,152%,,,,,,,19.2141193,72.8258652
369,Sector 2 Kharghar,"Rs.9,180 - 10,540/sq. ft.","9,180 - 10,540",9180.0,10540.0,9860.0,-0.43%,,,,,,,"Rs.17,000 - 20,400","17,000 - 20,400",17000.0,20400.0,18700.0,190%,"Rs.22,610 - 26,180","22,610 - 26,180",22610.0,26180.0,24395.0,247%,19.0525298,73.0735111
370,Sector 2 Ulwe,"Rs.6,078 - 7,310/sq. ft.","6,078 - 7,310",6078.0,7310.0,6694.0,0%,"Rs.4,938 - 5,926","4,938 - 5,926",4938.0,5926.0,5432.0,81%,"Rs.7,788 - 8,653","7,788 - 8,653",7788.0,8653.0,8220.5,123%,,,,,,,18.9871135,73.0403934
371,Sector 20 Airoli,"Rs.9,265 - 10,455/sq. ft.","9,265 - 10,455",9265.0,10455.0,9860.0,2.19%,"Rs.12,622 - 14,492","12,622 - 14,492",12622.0,14492.0,13557.0,137%,"Rs.18,360 - 23,715","18,360 - 23,715",18360.0,23715.0,21037.5,213%,,,,,,,19.1616875,73.0021436217578
372,Sector 20 Belapur,"Rs.7,480 - 8,798/sq. ft.","7,480 - 8,798",7480.0,8798.0,8139.0,-1.54%,"Rs.10,370 - 12,444","10,370 - 12,444",10370.0,12444.0,11407.0,140%,,,,,,,,,,,,,19.0237516,73.0408168
373,Sector 20 Kamothe,"Rs.6,248 - 6,842/sq. ft.","6,248 - 6,842",6248.0,6842.0,6545.0,4.05%,"Rs.7,650 - 8,160","7,650 - 8,160",7650.0,8160.0,7905.0,121%,"Rs.10,037 - 10,873","10,037 - 10,873",10037.0,10873.0,10455.0,160%,,,,,,,19.028524,73.0916755
374,Sector 20 Kharghar,"Rs.7,862 - 8,968/sq. ft.","7,862 - 8,968",7862.0,8968.0,8415.0,0%,"Rs.9,945 - 10,940","9,945 - 10,940",9945.0,10940.0,10442.5,124%,"Rs.15,300 - 19,550","15,300 - 19,550",15300.0,19550.0,17425.0,207%,"Rs.22,139 - 24,599","22,139 - 24,599",22139.0,24599.0,23369.0,278%,19.0525298,73.0735111
375,Sector 20 Ulwe,"Rs.6,588 - 7,565/sq. ft.","6,588 - 7,565",6588.0,7565.0,7076.5,4.35%,"Rs.5,296 - 6,355","5,296 - 6,355",5296.0,6355.0,5825.5,82%,"Rs.9,640 - 11,393","9,640 - 11,393",9640.0,11393.0,10516.5,149%,,,,,,,18.9871135,73.0403934
376,Sector 21 Ghansoli,"Rs.8,160 - 9,010/sq. ft.","8,160 - 9,010",8160.0,9010.0,8585.0,7.57%,"Rs.10,285 - 11,688","10,285 - 11,688",10285.0,11688.0,10986.5,128%,"Rs.15,440 - 19,116","15,440 - 19,116",15440.0,19116.0,17278.0,201%,,,,,,,19.1193307,72.9995096
377,Sector 21 Kamothe,"Rs.6,290 - 7,140/sq. ft.","6,290 - 7,140",6290.0,7140.0,6715.0,0.65%,"Rs.7,116 - 8,641","7,116 - 8,641",7116.0,8641.0,7878.5,117%,"Rs.11,050 - 11,900","11,050 - 11,900",11050.0,11900.0,11475.0,171%,"Rs.14,851 - 15,994","14,851 - 15,994",14851.0,15994.0,15422.5,230%,19.028524,73.0916755
378,Sector 21 Kharghar,"Rs.7,990 - 9,308/sq. ft.","7,990 - 9,308",7990.0,9308.0,8649.0,-2.39%,"Rs.10,481 - 12,136","10,481 - 12,136",10481.0,12136.0,11308.5,131%,"Rs.15,927 - 18,582","15,927 - 18,582",15927.0,18582.0,17254.5,199%,,,,,,,19.0525298,73.0735111
379,Sector 21 Nerul,"Rs.10,668 - 12,452/sq. ft.","10,668 - 12,452",10668.0,12452.0,11560.0,-2.17%,"Rs.14,025 - 15,895","14,025 - 15,895",14025.0,15895.0,14960.0,129%,"Rs.20,597 - 22,974","20,597 - 22,974",20597.0,22974.0,21785.5,188%,,,,,,,19.03935905,73.0229018827979
380,Sector 21 Ulwe,"Rs.6,800 - 7,650/sq. ft.","6,800 - 7,650",6800.0,7650.0,7225.0,5.63%,"Rs.5,338 - 5,872","5,338 - 5,872",5338.0,5872.0,5605.0,78%,"Rs.7,941 - 10,588","7,941 - 10,588",7941.0,10588.0,9264.5,128%,"Rs.12,452 - 14,943","12,452 - 14,943",12452.0,14943.0,13697.5,190%,18.9871135,73.0403934
381,Sector 22 Kamothe,"Rs.6,120 - 6,800/sq. ft.","6,120 - 6,800",6120.0,6800.0,6460.0,2.68%,"Rs.7,318 - 7,841","7,318 - 7,841",7318.0,7841.0,7579.5,117%,"Rs.11,050 - 11,900","11,050 - 11,900",11050.0,11900.0,11475.0,178%,"Rs.14,749 - 15,978","14,749 - 15,978",14749.0,15978.0,15363.5,238%,,
382,Sector 23 Nerul,"Rs.10,965 - 12,452/sq. ft.","10,965 - 12,452",10965.0,12452.0,11708.5,5.36%,"Rs.12,622 - 13,558","12,622 - 13,558",12622.0,13558.0,13090.0,112%,"Rs.16,958 - 20,995","16,958 - 20,995",16958.0,20995.0,18976.5,162%,,,,,,,19.04444325,73.0088874012786
383,Sector 23 Ulwe,"Rs.6,588 - 7,352/sq. ft.","6,588 - 7,352",6588.0,7352.0,6970.0,4.43%,,,,,,,,,,,,,,,,,,,18.9871135,73.0403934
384,Sector 25 Nerul,"Rs.11,390 - 12,835/sq. ft.","11,390 - 12,835",11390.0,12835.0,12112.5,-7.28%,,,,,,,"Rs.23,541 - 25,976","23,541 - 25,976",23541.0,25976.0,24758.5,204%,,,,,,,19.04444325,73.0088874012786
385,Sector 26 Vashi,"Rs.9,690 - 11,135/sq. ft.","9,690 - 11,135",9690.0,11135.0,10412.5,-2.81%,"Rs.13,614 - 16,045","13,614 - 16,045",13614.0,16045.0,14829.5,142%,"Rs.21,128 - 25,191","21,128 - 25,191",21128.0,25191.0,23159.5,222%,,,,,,,19.07051995,72.9871443783036
386,Sector 28 Vashi,"Rs.9,690 - 11,772/sq. ft.","9,690 - 11,772",9690.0,11772.0,10731.0,-0.79%,"Rs.15,708 - 18,326","15,708 - 18,326",15708.0,18326.0,17017.0,159%,"Rs.19,550 - 23,800","19,550 - 23,800",19550.0,23800.0,21675.0,202%,"Rs.29,804 - 34,772","29,804 - 34,772",29804.0,34772.0,32288.0,301%,19.07051995,72.9871443783036
387,Sector 29 Vashi,"Rs.14,110 - 16,235/sq. ft.","14,110 - 16,235",14110.0,16235.0,15172.5,-7.75%,,,,,,,"Rs.23,837 - 27,946","23,837 - 27,946",23837.0,27946.0,25891.5,171%,,,,,,,19.0895371,73.005083
388,Sector 30 Kharghar,"Rs.5,780 - 6,715/sq. ft.","5,780 - 6,715",5780.0,6715.0,6247.5,0%,,,,,,,,,,,,,,,,,,,19.03773415,73.064191872658
389,Sector 34 Kamothe,"Rs.6,502 - 7,225/sq. ft.","6,502 - 7,225",6502.0,7225.0,6863.5,-1.23%,"Rs.7,535 - 8,540","7,535 - 8,540",7535.0,8540.0,8037.5,117%,"Rs.12,928 - 16,376","12,928 - 16,376",12928.0,16376.0,14652.0,213%,,,,,,,,
390,Sector 34C Kharghar,"Rs.6,800 - 7,990/sq. ft.","6,800 - 7,990",6800.0,7990.0,7395.0,14.1%,,,,,,,"Rs.13,090 - 15,895","13,090 - 15,895",13090.0,15895.0,14492.5,196%,,,,,,,,
391,Sector 35I Kharghar,"Rs.7,055 - 7,948/sq. ft.","7,055 - 7,948",7055.0,7948.0,7501.5,-1.69%,"Rs.9,486 - 10,540","9,486 - 10,540",9486.0,10540.0,10013.0,133%,"Rs.12,750 - 15,300","12,750 - 15,300",12750.0,15300.0,14025.0,187%,"Rs.16,934 - 20,562","16,934 - 20,562",16934.0,20562.0,18748.0,250%,,
392,Sector 36 Kamothe,"Rs.6,672 - 7,395/sq. ft.","6,672 - 7,395",6672.0,7395.0,7033.5,2.45%,"Rs.7,535 - 8,540","7,535 - 8,540",7535.0,8540.0,8037.5,114%,"Rs.10,608 - 12,240","10,608 - 12,240",10608.0,12240.0,11424.0,162%,,,,,,,,
393,Sector 36 Kharghar,"Rs.6,630 - 7,352/sq. ft.","6,630 - 7,352",6630.0,7352.0,6991.0,-4.07%,"Rs.6,450 - 6,910","6,450 - 6,910",6450.0,6910.0,6680.0,96%,"Rs.13,426 - 15,216","13,426 - 15,216",13426.0,15216.0,14321.0,205%,"Rs.17,802 - 21,617","17,802 - 21,617",17802.0,21617.0,19709.5,282%,19.03773415,73.064191872658
394,Sector 36 Seawoods,"Rs.9,690 - 11,475/sq. ft.","9,690 - 11,475",9690.0,11475.0,10582.5,-4.37%,,,,,,,,,,,,,,,,,,,19.01371895,73.0099903530252
395,Sector 4 Kharghar,"Rs.8,415 - 9,392/sq. ft.","8,415 - 9,392",8415.0,9392.0,8903.5,1.46%,"Rs.11,602 - 12,995","11,602 - 12,995",11602.0,12995.0,12298.5,138%,"Rs.15,342 - 18,572","15,342 - 18,572",15342.0,18572.0,16957.0,190%,"Rs.24,047 - 27,844","24,047 - 27,844",24047.0,27844.0,25945.5,291%,19.0525298,73.0735111
396,Sector 42 Seawoods,"Rs.11,348 - 13,302/sq. ft.","11,348 - 13,302",11348.0,13302.0,12325.0,,"Rs.14,586 - 15,558","14,586 - 15,558",14586.0,15558.0,15072.0,122%,"Rs.22,100 - 25,500","22,100 - 25,500",22100.0,25500.0,23800.0,193%,,,,,,,19.0191036,73.0176369277099
397,Sector 5 Ghansoli,"Rs.9,052 - 10,328/sq. ft.","9,052 - 10,328",9052.0,10328.0,9690.0,-6.67%,"Rs.11,688 - 14,025","11,688 - 14,025",11688.0,14025.0,12856.5,133%,,,,,,,,,,,,,19.1193307,72.9995096
398,Sector 5 Ulwe,"Rs.6,672 - 7,608/sq. ft.","6,672 - 7,608",6672.0,7608.0,7140.0,7.55%,,,,,,,,,,,,,,,,,,,18.9871135,73.0403934
399,Sector 6 Kamothe,"Rs.6,248 - 7,055/sq. ft.","6,248 - 7,055",6248.0,7055.0,6651.5,-3.05%,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
400,Sector 7 Kharghar,"Rs.9,648 - 10,625/sq. ft.","9,648 - 10,625",9648.0,10625.0,10136.5,2.13%,,,,,,,"Rs.21,134 - 23,890","21,134 - 23,890",21134.0,23890.0,22512.0,222%,"Rs.24,140 - 28,968","24,140 - 28,968",24140.0,28968.0,26554.0,262%,19.0525298,73.0735111
401,Sector 8 Airoli,"Rs.10,795 - 12,070/sq. ft.","10,795 - 12,070",10795.0,12070.0,11432.5,-0.76%,"Rs.14,280 - 17,612","14,280 - 17,612",14280.0,17612.0,15946.0,139%,"Rs.19,426 - 24,656","19,426 - 24,656",19426.0,24656.0,22041.0,193%,,,,,,,19.1478141,72.9950495
402,Sector 9 Airoli,"Rs.8,670 - 9,902/sq. ft.","8,670 - 9,902",8670.0,9902.0,9286.0,2.33%,"Rs.10,625 - 12,750","10,625 - 12,750",10625.0,12750.0,11687.5,126%,"Rs.16,618 - 20,230","16,618 - 20,230",16618.0,20230.0,18424.0,198%,,,,,,,19.1486945,72.9922501
403,Sector 9 Nerul,"Rs.9,945 - 12,452/sq. ft.","9,945 - 12,452",9945.0,12452.0,11198.5,-4.24%,,,,,,,,,,,,,,,,,,,19.0370909,73.0233188
404,Sector-10/B Ulwe,"Rs.6,502 - 7,225/sq. ft.","6,502 - 7,225",6502.0,7225.0,6863.5,9.4%,,,,,,,,,,,,,,,,,,,,
405,Sector-10A Airoli,"Rs.14,195 - 14,535/sq. ft.","14,195 - 14,535",14195.0,14535.0,14365.0,0%,,,,,,,,,,,,,,,,,,,19.1608677,72.9953728
406,Sector-11 Taloja,"Rs.4,675 - 5,142/sq. ft.","4,675 - 5,142",4675.0,5142.0,4908.5,,,,,,,,,,,,,,,,,,,,19.0717699,73.098909595726
407,Sector-12 Kamothe,"Rs.5,695 - 6,672/sq. ft.","5,695 - 6,672",5695.0,6672.0,6183.5,2.11%,,,,,,,,,,,,,,,,,,,19.028524,73.0916755
408,Sector-12 Kopar Khairane,"Rs.8,628 - 10,625/sq. ft.","8,628 - 10,625",8628.0,10625.0,9626.5,11%,"Rs.11,539 - 13,846","11,539 - 13,846",11539.0,13846.0,12692.5,132%,"Rs.19,125 - 21,420","19,125 - 21,420",19125.0,21420.0,20272.5,211%,,,,,,,,
409,Sector-13 Kharghar,"Rs.7,098 - 8,245/sq. ft.","7,098 - 8,245",7098.0,8245.0,7671.5,2.81%,"Rs.8,583 - 10,014","8,583 - 10,014",8583.0,10014.0,9298.5,121%,"Rs.14,226 - 16,893","14,226 - 16,893",14226.0,16893.0,15559.5,203%,"Rs.21,556 - 25,598","21,556 - 25,598",21556.0,25598.0,23577.0,307%,19.0525298,73.0735111
410,Sector-14 Koparkhairane,"Rs.10,115 - 12,282/sq. ft.","10,115 - 12,282",10115.0,12282.0,11198.5,-1.55%,"Rs.13,829 - 16,213","13,829 - 16,213",13829.0,16213.0,15021.0,134%,"Rs.21,420 - 23,715","21,420 - 23,715",21420.0,23715.0,22567.5,202%,,,,,,,19.1055916,73.0008759
411,Sector-14 Sanpada,"Rs.12,708 - 13,218/sq. ft.","12,708 - 13,218",12708.0,13218.0,12963.0,-1.62%,"Rs.16,958 - 19,380","16,958 - 19,380",16958.0,19380.0,18169.0,140%,"Rs.23,715 - 30,600","23,715 - 30,600",23715.0,30600.0,27157.5,210%,"Rs.33,278 - 39,015","33,278 - 39,015",33278.0,39015.0,36146.5,279%,19.0608108,73.0116669
412,Sector-14 Taloja,"Rs.5,185 - 6,035/sq. ft.","5,185 - 6,035",5185.0,6035.0,5610.0,0%,,,,,,,,,,,,,,,,,,,19.0717699,73.098909595726
413,Sector-15 Ghansoli,"Rs.9,775 - 11,050/sq. ft.","9,775 - 11,050",9775.0,11050.0,10412.5,-9.47%,"Rs.12,689 - 14,275","12,689 - 14,275",12689.0,14275.0,13482.0,129%,"Rs.20,747 - 22,476","20,747 - 22,476",20747.0,22476.0,21611.5,208%,,,,,,,19.1193307,72.9995096
414,Sector-15 Sanpada,"Rs.12,282 - 13,685/sq. ft.","12,282 - 13,685",12282.0,13685.0,12983.5,3.3%,"Rs.15,722 - 20,143","15,722 - 20,143",15722.0,20143.0,17932.5,138%,"Rs.27,251 - 30,365","27,251 - 30,365",27251.0,30365.0,28808.0,222%,,,,,,,19.0608108,73.0116669
415,Sector-16 Kharghar,"Rs.6,970 - 7,650/sq. ft.","6,970 - 7,650",6970.0,7650.0,7310.0,,"Rs.7,752 - 8,721","7,752 - 8,721",7752.0,8721.0,8236.5,113%,,,,,,,,,,,,,19.0525298,73.0735111
416,Sector-16 Koparkhairane,"Rs.9,308 - 10,200/sq. ft.","9,308 - 10,200",9308.0,10200.0,9754.0,,,,,,,,"Rs.17,707 - 21,396","17,707 - 21,396",17707.0,21396.0,19551.5,200%,,,,,,,19.1055916,73.0008759
417,Sector-16 Sanpada,"Rs.13,515 - 14,960/sq. ft.","13,515 - 14,960",13515.0,14960.0,14237.5,-2.02%,"Rs.16,524 - 19,003","16,524 - 19,003",16524.0,19003.0,17763.5,125%,"Rs.24,544 - 26,031","24,544 - 26,031",24544.0,26031.0,25287.5,178%,,,,,,,19.0608108,73.0116669
418,Sector-16 Taloja,"Rs.4,462 - 5,058/sq. ft.","4,462 - 5,058",4462.0,5058.0,4760.0,-6.84%,,,,,,,,,,,,,,,,,,,19.0717699,73.098909595726
419,Sector-16 Ulwe,"Rs.6,715 - 7,692/sq. ft.","6,715 - 7,692",6715.0,7692.0,7203.5,3.59%,,,,,,,,,,,,,,,,,,,18.9871135,73.0403934
420,Sector-17 Kamothe,"Rs.6,290 - 7,225/sq. ft.","6,290 - 7,225",6290.0,7225.0,6757.5,3.25%,"Rs.7,357 - 8,338","7,357 - 8,338",7357.0,8338.0,7847.5,116%,"Rs.11,050 - 12,750","11,050 - 12,750",11050.0,12750.0,11900.0,176%,,,,,,,19.028524,73.0916755
421,Sector-17 Kopar Khairane,"Rs.8,628 - 9,392/sq. ft.","8,628 - 9,392",8628.0,9392.0,9010.0,-6.79%,,,,,,,"Rs.19,727 - 21,371","19,727 - 21,371",19727.0,21371.0,20549.0,228%,,,,,,,,
422,Sector-18 Sanpada,"Rs.16,618 - 19,040/sq. ft.","16,618 - 19,040",16618.0,19040.0,17829.0,,,,,,,,"Rs.35,530 - 39,270","35,530 - 39,270",35530.0,39270.0,37400.0,210%,"Rs.51,404 - 56,419","51,404 - 56,419",51404.0,56419.0,53911.5,302%,19.0651263,73.0118664324196
423,Sector-18 Ulwe,"Rs.6,800 - 7,395/sq. ft.","6,800 - 7,395",6800.0,7395.0,7097.5,1.21%,,,,,,,"Rs.7,826 - 8,696","7,826 - 8,696",7826.0,8696.0,8261.0,116%,,,,,,,19.02291925,73.0479300373767
